Date,Stock_Close,Exchange_Close
2023-04-19,65500,1326.760009765625
2023-04-20,65300,1323.5999755859375
2023-04-24,65200,1332.800048828125
2023-04-25,63600,1341.0
2023-04-26,64100,1337.8299560546875
2023-04-27,64600,1339.3900146484375
2023-05-02,65700,1342.300048828125
2023-05-03,65400,1335.22998046875
2023-05-04,65100,1320.1500244140625
2023-05-08,65900,1322.4100341796875
2023-05-09,65300,1326.050048828125
2023-05-10,64600,1318.050048828125
2023-05-11,64200,1329.8800048828125
2023-05-15,64500,1335.4000244140625
2023-05-16,65400,1342.4300537109375
2023-05-17,65000,1334.1500244140625
2023-05-18,66200,1334.739990234375
2023-05-22,68500,1313.8299560546875
2023-05-23,68400,1319.8399658203125
2023-05-24,68500,1318.52001953125
2023-05-25,68800,1330.8900146484375
2023-05-30,72300,1319.7900390625
2023-05-31,71400,1321.739990234375
2023-06-01,70900,1312.8499755859375
2023-06-05,71700,1299.7900390625
2023-06-07,71000,1308.3399658203125
2023-06-08,70900,1296.3299560546875
2023-06-12,71000,1284.5799560546875
2023-06-13,72000,1267.6199951171875
