,Open,High,Low,Close,Volume,Adj Close
2020-01-30,1178.77001953125,1192.3900146484375,1177.8199462890625,1178.0799560546875,0,1178.0799560546875
2020-01-31,1186.489990234375,1197.8399658203125,1183.260009765625,1187.1199951171875,0,1187.1199951171875
2020-02-03,1194.4000244140625,1198.75,1190.280029296875,1194.8699951171875,0,1194.8699951171875
2020-02-04,1190.5400390625,1193.739990234375,1183.6700439453125,1189.3599853515625,0,1189.3599853515625
2020-02-05,1182.489990234375,1192.239990234375,1179.5400390625,1182.47998046875,0,1182.47998046875
2020-02-06,1182.25,1184.8299560546875,1177.1099853515625,1183.4599609375,0,1183.4599609375
2020-02-07,1185.8599853515625,1195.5699462890625,1184.06005859375,1184.25,0,1184.25
2020-02-10,1191.6700439453125,1192.2099609375,1184.7900390625,1191.0899658203125,0,1191.0899658203125
2020-02-11,1186.050048828125,1186.8800048828125,1179.8199462890625,1185.6300048828125,0,1185.6300048828125
2020-02-12,1180.550048828125,1183.5899658203125,1175.3599853515625,1180.719970703125,0,1180.719970703125
2020-02-13,1178.3800048828125,1183.9300537109375,1177.760009765625,1177.9599609375,0,1177.9599609375
2020-02-14,1183.3800048828125,1184.93994140625,1179.6500244140625,1183.469970703125,0,1183.469970703125
2020-02-17,1180.8900146484375,1184.219970703125,1178.449951171875,1182.1800537109375,0,1182.1800537109375
2020-02-18,1184.77001953125,1191.5999755859375,1184.6300048828125,1183.81005859375,0,1183.81005859375
2020-02-19,1190.050048828125,1193.3900146484375,1186.6099853515625,1189.9300537109375,0,1189.9300537109375
2020-02-20,1191.780029296875,1207.1099853515625,1190.469970703125,1191.3699951171875,0,1191.3699951171875
2020-02-21,1204.3199462890625,1214.5,1202.550048828125,1204.4000244140625,0,1204.4000244140625
2020-02-24,1214.550048828125,1222.5400390625,1214.3900146484375,1205.77001953125,0,1205.77001953125
2020-02-25,1217.0400390625,1217.5400390625,1208.030029296875,1217.6500244140625,0,1217.6500244140625
2020-02-26,1212.3900146484375,1219.8699951171875,1211.8699951171875,1214.550048828125,0,1214.550048828125
2020-02-27,1213.1400146484375,1218.050048828125,1208.219970703125,1211.3599853515625,0,1211.3599853515625
2020-02-28,1212.3299560546875,1218.030029296875,1201.18994140625,1211.31005859375,0,1211.31005859375
2020-03-02,1199.3199462890625,1206.47998046875,1188.010009765625,1200.0999755859375,0,1200.0999755859375
2020-03-03,1189.25,1195.9000244140625,1177.4100341796875,1188.280029296875,0,1188.280029296875
2020-03-04,1186.3399658203125,1188.3599853515625,1180.010009765625,1186.3399658203125,0,1186.3399658203125
2020-03-05,1185.06005859375,1188.780029296875,1179.199951171875,1183.6800537109375,0,1183.6800537109375
2020-03-06,1187.780029296875,1193.8499755859375,1166.280029296875,1187.469970703125,0,1187.469970703125
2020-03-09,1187.5999755859375,1206.199951171875,1187.5999755859375,1187.699951171875,0,1187.699951171875
2020-03-10,1198.0,1199.68994140625,1189.1400146484375,1199.9599609375,0,1199.9599609375
2020-03-11,1184.0,1197.3599853515625,1181.3599853515625,1184.699951171875,0,1184.699951171875
2020-03-12,1190.3499755859375,1211.6600341796875,1190.3499755859375,1189.3900146484375,0,1189.3900146484375
2020-03-13,1209.93994140625,1225.9100341796875,1204.3499755859375,1209.969970703125,0,1209.969970703125
2020-03-16,1214.8900146484375,1231.1500244140625,1213.3499755859375,1210.800048828125,0,1210.800048828125
2020-03-17,1232.02001953125,1246.4599609375,1232.02001953125,1232.0400390625,0,1232.0400390625
2020-03-18,1237.97998046875,1261.5,1233.030029296875,1237.989990234375,0,1237.989990234375
2020-03-19,1253.969970703125,1291.760009765625,1246.949951171875,1255.3499755859375,0,1255.3499755859375
2020-03-20,1256.6500244140625,1263.8599853515625,1194.4599609375,1256.8800048828125,0,1256.8800048828125
2020-03-23,1272.1500244140625,1280.9000244140625,1249.75,1253.949951171875,0,1253.949951171875
2020-03-24,1261.449951171875,1261.449951171875,1236.949951171875,1262.9300537109375,0,1262.9300537109375
2020-03-25,1232.5,1236.9599609375,1224.9000244140625,1228.5999755859375,0,1228.5999755859375
2020-03-26,1223.0,1233.760009765625,1214.5999755859375,1231.0799560546875,0,1231.0799560546875
2020-03-27,1213.0,1226.4300537109375,1205.1800537109375,1212.18994140625,0,1212.18994140625
2020-03-29,1211.739990234375,1226.31005859375,1211.739990234375,1211.6300048828125,0,1211.6300048828125
2020-03-30,1223.0,1224.1300048828125,1212.739990234375,1222.699951171875,0,1222.699951171875
2020-03-31,1218.6600341796875,1232.4100341796875,1216.43994140625,1216.6600341796875,0,1216.6600341796875
2020-04-01,1236.56005859375,1242.9100341796875,1224.5999755859375,1234.72998046875,0,1234.72998046875
2020-04-02,1225.6300048828125,1239.5,1223.8599853515625,1226.8499755859375,0,1226.8499755859375
2020-04-05,1236.550048828125,1238.4599609375,1223.8800048828125,1235.800048828125,0,1235.800048828125
2020-04-06,1222.9100341796875,1224.719970703125,1207.780029296875,1223.0999755859375,0,1223.0999755859375
2020-04-07,1214.800048828125,1222.3599853515625,1214.3199462890625,1215.31005859375,0,1215.31005859375
2020-04-08,1213.510009765625,1221.3699951171875,1208.0799560546875,1214.75,0,1214.75
2020-04-09,1209.22998046875,1215.2099609375,1206.3299560546875,1209.510009765625,0,1209.510009765625
2020-04-12,1211.0400390625,1220.6099853515625,1211.030029296875,1211.0400390625,0,1211.0400390625
2020-04-13,1213.8599853515625,1217.56005859375,1207.8599853515625,1213.9000244140625,0,1213.9000244140625
2020-04-14,1211.47998046875,1224.7099609375,1209.0699462890625,1212.3800048828125,0,1212.3800048828125
2020-04-15,1225.5999755859375,1228.56005859375,1223.4100341796875,1222.550048828125,0,1222.550048828125
2020-04-16,1220.0999755859375,1223.1099853515625,1213.4100341796875,1226.6400146484375,0,1226.6400146484375
2020-04-19,1215.25,1221.510009765625,1214.4000244140625,1215.260009765625,0,1215.260009765625
2020-04-20,1220.719970703125,1240.6300048828125,1218.3299560546875,1218.0999755859375,0,1218.0999755859375
2020-04-21,1232.6300048828125,1237.3699951171875,1228.4000244140625,1230.8499755859375,0,1230.8499755859375
2020-04-22,1233.7099609375,1235.7900390625,1227.0999755859375,1231.3800048828125,0,1231.3800048828125
2020-04-23,1231.6099853515625,1237.0899658203125,1230.81005859375,1232.449951171875,0,1232.449951171875
2020-04-26,1230.4599609375,1234.1099853515625,1222.280029296875,1229.5,0,1229.5
2020-04-27,1222.530029296875,1227.18994140625,1215.6500244140625,1220.8699951171875,0,1220.8699951171875
2020-04-28,1220.449951171875,1220.8599853515625,1211.8900146484375,1220.4000244140625,0,1220.4000244140625
2020-04-29,1210.7900390625,1212.699951171875,1202.0999755859375,1210.7900390625,0,1210.7900390625
2020-04-30,1212.9599609375,1223.6099853515625,1212.949951171875,1212.9599609375,0,1212.9599609375
2020-05-03,1223.7900390625,1229.81005859375,1222.6300048828125,1223.780029296875,0,1223.780029296875
2020-05-04,1223.0,1224.050048828125,1214.3900146484375,1222.449951171875,0,1222.449951171875
2020-05-05,1220.489990234375,1228.6800537109375,1220.300048828125,1221.25,0,1221.25
2020-05-06,1227.1700439453125,1228.260009765625,1218.1300048828125,1228.530029296875,0,1228.530029296875
2020-05-07,1218.5899658203125,1220.9000244140625,1214.1199951171875,1218.6300048828125,0,1218.6300048828125
2020-05-10,1218.1800537109375,1225.199951171875,1213.4100341796875,1218.699951171875,0,1218.699951171875
2020-05-11,1223.239990234375,1228.2099609375,1219.1800537109375,1222.4000244140625,0,1222.4000244140625
2020-05-12,1225.8499755859375,1227.6300048828125,1220.8699951171875,1225.6500244140625,0,1225.6500244140625
2020-05-13,1227.219970703125,1233.1300048828125,1225.4000244140625,1226.550048828125,0,1226.550048828125
2020-05-14,1225.780029296875,1234.219970703125,1225.780029296875,1225.4599609375,0,1225.4599609375
2020-05-17,1231.5699462890625,1234.3399658203125,1224.300048828125,1232.0899658203125,0,1232.0899658203125
2020-05-18,1222.550048828125,1226.6600341796875,1219.8699951171875,1224.199951171875,0,1224.199951171875
2020-05-19,1225.31005859375,1231.4000244140625,1223.449951171875,1224.3199462890625,0,1224.3199462890625
2020-05-20,1226.3399658203125,1233.6500244140625,1226.2900390625,1226.550048828125,0,1226.550048828125
2020-05-21,1233.010009765625,1243.530029296875,1232.0,1233.3900146484375,0,1233.3900146484375
2020-05-24,1239.2099609375,1243.81005859375,1237.2099609375,1239.550048828125,0,1239.550048828125
2020-05-25,1240.719970703125,1241.219970703125,1229.56005859375,1240.02001953125,0,1240.02001953125
2020-05-26,1229.949951171875,1238.6199951171875,1228.75,1230.8699951171875,0,1230.8699951171875
2020-05-27,1237.2900390625,1242.050048828125,1234.0699462890625,1238.300048828125,0,1238.300048828125
2020-05-28,1237.260009765625,1239.949951171875,1233.4300537109375,1237.97998046875,0,1237.97998046875
2020-05-31,1230.2099609375,1230.5899658203125,1221.1300048828125,1230.469970703125,0,1230.469970703125
2020-06-01,1222.0799560546875,1226.6700439453125,1215.7900390625,1222.989990234375,0,1222.989990234375
2020-06-02,1217.9599609375,1219.25,1213.27001953125,1219.1400146484375,0,1219.1400146484375
2020-06-03,1215.4200439453125,1219.449951171875,1212.1700439453125,1215.8199462890625,0,1215.8199462890625
2020-06-04,1215.68994140625,1217.6099853515625,1201.9100341796875,1215.3800048828125,0,1215.3800048828125
2020-06-07,1200.780029296875,1205.4100341796875,1195.3800048828125,1201.1099853515625,0,1201.1099853515625
2020-06-08,1196.6400146484375,1202.0400390625,1193.9000244140625,1195.72998046875,0,1195.72998046875
2020-06-09,1197.6600341796875,1199.3599853515625,1186.31005859375,1197.300048828125,0,1197.300048828125
2020-06-10,1192.6800537109375,1200.52001953125,1186.9200439453125,1189.739990234375,0,1189.739990234375
2020-06-11,1206.22998046875,1209.4100341796875,1199.56005859375,1204.760009765625,0,1204.760009765625
2020-06-14,1202.6099853515625,1216.510009765625,1202.5999755859375,1202.6099853515625,0,1202.6099853515625
2020-06-15,1205.7900390625,1214.530029296875,1203.0899658203125,1206.9000244140625,0,1206.9000244140625
2020-06-16,1210.72998046875,1218.56005859375,1210.550048828125,1211.1500244140625,0,1211.1500244140625
2020-06-17,1215.949951171875,1217.52001953125,1207.02001953125,1214.3499755859375,0,1214.3499755859375
2020-06-18,1209.75,1213.5,1205.219970703125,1211.3599853515625,0,1211.3599853515625
2020-06-21,1211.489990234375,1215.68994140625,1209.1800537109375,1210.8900146484375,0,1210.8900146484375
2020-06-22,1206.18994140625,1215.52001953125,1204.4000244140625,1208.0,0,1208.0
2020-06-23,1207.9200439453125,1207.9200439453125,1198.300048828125,1207.949951171875,0,1207.949951171875
2020-06-24,1205.8699951171875,1207.77001953125,1200.469970703125,1205.25,0,1205.25
2020-06-25,1201.4100341796875,1204.030029296875,1196.1500244140625,1201.52001953125,0,1201.52001953125
2020-06-28,1203.050048828125,1204.5999755859375,1197.0400390625,1202.6300048828125,0,1202.6300048828125
2020-06-29,1197.6300048828125,1203.8299560546875,1194.010009765625,1198.489990234375,0,1198.489990234375
2020-06-30,1197.4599609375,1204.4200439453125,1197.219970703125,1198.3900146484375,0,1198.3900146484375
2020-07-01,1200.6500244140625,1203.550048828125,1196.1700439453125,1200.699951171875,0,1200.699951171875
2020-07-02,1198.260009765625,1201.72998046875,1196.8399658203125,1198.1700439453125,0,1198.1700439453125
2020-07-05,1198.5999755859375,1198.5999755859375,1190.6800537109375,1198.5,0,1198.5
2020-07-06,1189.9200439453125,1197.06005859375,1188.3499755859375,1190.9300537109375,0,1190.9300537109375
2020-07-07,1195.9200439453125,1198.719970703125,1191.7099609375,1195.699951171875,0,1195.699951171875
2020-07-08,1191.31005859375,1198.56005859375,1190.3800048828125,1192.02001953125,0,1192.02001953125
2020-07-09,1196.530029296875,1205.030029296875,1196.530029296875,1195.77001953125,0,1195.77001953125
2020-07-12,1200.8800048828125,1203.3199462890625,1198.1500244140625,1199.52001953125,0,1199.52001953125
2020-07-13,1203.4599609375,1207.800048828125,1203.0999755859375,1203.780029296875,0,1203.780029296875
2020-07-14,1203.969970703125,1204.9000244140625,1197.5,1203.97998046875,0,1203.97998046875
2020-07-15,1200.3499755859375,1206.699951171875,1199.75,1200.469970703125,0,1200.469970703125
2020-07-16,1204.2099609375,1206.699951171875,1201.0,1204.22998046875,0,1204.22998046875
2020-07-19,1201.8900146484375,1206.25,1201.1700439453125,1202.530029296875,0,1202.530029296875
2020-07-20,1200.0899658203125,1200.93994140625,1192.7900390625,1200.030029296875,0,1200.030029296875
2020-07-21,1192.02001953125,1198.7900390625,1190.969970703125,1192.739990234375,0,1192.739990234375
2020-07-22,1197.47998046875,1202.9300537109375,1195.1099853515625,1197.22998046875,0,1197.22998046875
2020-07-23,1201.6600341796875,1203.77001953125,1198.1099853515625,1200.93994140625,0,1200.93994140625
2020-07-26,1199.969970703125,1199.969970703125,1193.510009765625,1200.489990234375,0,1200.489990234375
2020-07-27,1194.97998046875,1201.030029296875,1189.469970703125,1195.9200439453125,0,1195.9200439453125
2020-07-28,1198.449951171875,1199.3699951171875,1190.300048828125,1199.3699951171875,0,1199.3699951171875
2020-07-29,1188.9300537109375,1197.0,1187.1700439453125,1190.72998046875,0,1190.72998046875
2020-07-30,1189.56005859375,1193.4000244140625,1186.1700439453125,1189.56005859375,0,1189.56005859375
2020-08-02,1192.699951171875,1196.1700439453125,1191.0799560546875,1193.3900146484375,0,1193.3900146484375
2020-08-03,1191.0999755859375,1196.43994140625,1190.0999755859375,1191.760009765625,0,1191.760009765625
2020-08-04,1189.6500244140625,1192.699951171875,1182.449951171875,1192.25,0,1192.25
2020-08-05,1184.75,1186.9100341796875,1181.3900146484375,1185.1800537109375,0,1185.1800537109375
2020-08-06,1183.489990234375,1190.25,1182.77001953125,1183.1700439453125,0,1183.1700439453125
2020-08-09,1188.1099853515625,1188.3499755859375,1183.52001953125,1188.1500244140625,0,1188.1500244140625
2020-08-10,1185.56005859375,1187.25,1180.81005859375,1185.18994140625,0,1185.18994140625
2020-08-11,1185.25,1187.27001953125,1181.6099853515625,1184.97998046875,0,1184.97998046875
2020-08-12,1182.43994140625,1184.93994140625,1180.6199951171875,1182.75,0,1182.75
2020-08-13,1183.989990234375,1187.3299560546875,1183.4000244140625,1184.1199951171875,0,1184.1199951171875
2020-08-16,1186.0400390625,1186.0400390625,1182.449951171875,1186.0400390625,0,1186.0400390625
2020-08-17,1183.52001953125,1185.97998046875,1181.3800048828125,1183.0999755859375,0,1183.0999755859375
2020-08-18,1179.949951171875,1183.6199951171875,1175.4000244140625,1183.6400146484375,0,1183.6400146484375
2020-08-19,1183.239990234375,1190.0999755859375,1182.449951171875,1181.2099609375,0,1181.2099609375
2020-08-20,1183.4300537109375,1192.510009765625,1182.4300537109375,1184.2900390625,0,1184.2900390625
2020-08-23,1190.050048828125,1191.25,1185.1400146484375,1191.199951171875,0,1191.199951171875
2020-08-24,1188.010009765625,1188.9000244140625,1183.6099853515625,1188.25,0,1188.25
2020-08-25,1186.02001953125,1188.4000244140625,1183.719970703125,1186.4599609375,0,1186.4599609375
2020-08-26,1183.4000244140625,1187.300048828125,1181.8499755859375,1183.8499755859375,0,1183.8499755859375
2020-08-27,1185.5999755859375,1187.02001953125,1180.010009765625,1186.5799560546875,0,1186.5799560546875
2020-08-30,1179.5899658203125,1187.949951171875,1178.739990234375,1179.5899658203125,0,1179.5899658203125
2020-08-31,1185.300048828125,1187.0400390625,1181.02001953125,1187.0400390625,0,1187.0400390625
2020-09-01,1184.9200439453125,1190.4100341796875,1183.43994140625,1184.9200439453125,0,1184.9200439453125
2020-09-02,1187.949951171875,1191.5,1184.43994140625,1188.6500244140625,0,1188.6500244140625
2020-09-03,1191.0699462890625,1191.489990234375,1187.1099853515625,1190.780029296875,0,1190.780029296875
2020-09-06,1186.989990234375,1188.6500244140625,1185.0400390625,1186.4200439453125,0,1186.4200439453125
2020-09-07,1186.47998046875,1190.02001953125,1185.3199462890625,1186.81005859375,0,1186.81005859375
2020-09-08,1189.260009765625,1190.9000244140625,1183.5,1189.239990234375,0,1189.239990234375
2020-09-09,1184.06005859375,1187.8299560546875,1183.3499755859375,1184.3800048828125,0,1184.3800048828125
2020-09-10,1186.93994140625,1189.1500244140625,1184.8900146484375,1187.22998046875,0,1187.22998046875
2020-09-13,1185.780029296875,1186.8800048828125,1179.6300048828125,1186.969970703125,0,1186.969970703125
2020-09-14,1181.199951171875,1183.1199951171875,1176.3199462890625,1180.8399658203125,0,1180.8399658203125
2020-09-15,1179.8499755859375,1181.1700439453125,1169.760009765625,1179.25,0,1179.25
2020-09-16,1173.800048828125,1177.22998046875,1169.780029296875,1172.0699462890625,0,1172.0699462890625
2020-09-17,1168.760009765625,1168.760009765625,1158.6400146484375,1168.6500244140625,0,1168.6500244140625
2020-09-20,1163.97998046875,1167.27001953125,1155.5899658203125,1163.989990234375,0,1163.989990234375
2020-09-21,1162.0999755859375,1166.0,1158.4000244140625,1163.8499755859375,0,1163.8499755859375
2020-09-22,1160.800048828125,1169.3299560546875,1160.0999755859375,1162.5,0,1162.5
2020-09-23,1168.030029296875,1175.550048828125,1166.780029296875,1169.72998046875,0,1169.72998046875
2020-09-24,1168.050048828125,1177.4200439453125,1167.280029296875,1168.5,0,1168.5
2020-09-27,1173.4100341796875,1174.72998046875,1166.3399658203125,1173.43994140625,0,1173.43994140625
2020-09-28,1166.77001953125,1170.530029296875,1165.1800537109375,1166.4100341796875,0,1166.4100341796875
2020-09-29,1168.72998046875,1170.699951171875,1163.0999755859375,1167.8599853515625,0,1167.8599853515625
2020-09-30,1163.800048828125,1164.800048828125,1160.1500244140625,1163.780029296875,0,1163.780029296875
2020-10-01,1161.97998046875,1167.6800537109375,1160.02001953125,1161.97998046875,0,1161.97998046875
2020-10-04,1165.4100341796875,1165.4100341796875,1155.510009765625,1165.3599853515625,0,1165.3599853515625
2020-10-05,1156.739990234375,1162.43994140625,1155.5,1156.0899658203125,0,1156.0899658203125
2020-10-06,1163.8199462890625,1165.77001953125,1155.1400146484375,1163.8900146484375,0,1163.8900146484375
2020-10-07,1156.489990234375,1158.8499755859375,1149.7900390625,1156.5,0,1156.5
2020-10-08,1150.3599853515625,1151.22998046875,1140.72998046875,1150.3599853515625,0,1150.3599853515625
2020-10-11,1142.6400146484375,1151.25,1142.6099853515625,1142.6500244140625,0,1142.6500244140625
2020-10-12,1147.3800048828125,1151.2900390625,1144.0,1146.4000244140625,0,1146.4000244140625
2020-10-13,1147.75,1149.1199951171875,1141.6400146484375,1147.8900146484375,0,1147.8900146484375
2020-10-14,1145.5,1148.6500244140625,1141.2900390625,1146.31005859375,0,1146.31005859375
2020-10-15,1145.0,1147.3699951171875,1139.3299560546875,1144.1300048828125,0,1144.1300048828125
2020-10-18,1141.2099609375,1143.3900146484375,1136.530029296875,1141.1800537109375,0,1141.1800537109375
2020-10-19,1139.81005859375,1140.9100341796875,1136.739990234375,1137.0,0,1137.0
2020-10-20,1137.6099853515625,1137.68994140625,1129.5999755859375,1136.0,0,1136.0
2020-10-21,1133.2900390625,1136.010009765625,1131.3699951171875,1132.030029296875,0,1132.030029296875
2020-10-22,1134.06005859375,1136.4100341796875,1124.9000244140625,1134.1500244140625,0,1134.1500244140625
2020-10-26,1127.5999755859375,1133.199951171875,1126.56005859375,1127.760009765625,0,1127.760009765625
2020-10-27,1130.280029296875,1131.0699462890625,1124.1099853515625,1131.6400146484375,0,1131.6400146484375
2020-10-28,1128.010009765625,1138.25,1126.0999755859375,1128.22998046875,0,1128.22998046875
2020-10-29,1134.0899658203125,1135.280029296875,1129.5999755859375,1134.1800537109375,0,1134.1800537109375
2020-10-30,1131.0699462890625,1136.550048828125,1125.3199462890625,1129.52001953125,0,1129.52001953125
2020-11-02,1134.7900390625,1136.0799560546875,1131.3499755859375,1135.6099853515625,0,1135.6099853515625
2020-11-03,1132.239990234375,1136.6800537109375,1129.280029296875,1132.1400146484375,0,1132.1400146484375
2020-11-04,1128.9100341796875,1147.0899658203125,1126.6500244140625,1130.3299560546875,0,1130.3299560546875
2020-11-05,1130.31005859375,1133.6700439453125,1120.989990234375,1129.739990234375,0,1129.739990234375
2020-11-06,1123.18994140625,1126.8199462890625,1118.02001953125,1122.6300048828125,0,1122.6300048828125
2020-11-09,1120.8800048828125,1120.8800048828125,1108.75,1121.1500244140625,0,1121.1500244140625
2020-11-10,1117.9300537109375,1119.260009765625,1112.25,1118.68994140625,0,1118.68994140625
2020-11-11,1115.2099609375,1115.719970703125,1107.4300537109375,1116.0799560546875,0,1116.0799560546875
2020-11-12,1110.5999755859375,1115.510009765625,1109.2900390625,1111.449951171875,0,1111.449951171875
2020-11-13,1114.1700439453125,1116.6500244140625,1106.47998046875,1114.9100341796875,0,1114.9100341796875
2020-11-16,1107.219970703125,1109.489990234375,1104.25,1107.760009765625,0,1107.760009765625
2020-11-17,1106.1400146484375,1107.469970703125,1103.3199462890625,1106.0899658203125,0,1106.0899658203125
2020-11-18,1104.72998046875,1107.1300048828125,1101.1400146484375,1104.949951171875,0,1104.949951171875
2020-11-19,1106.43994140625,1118.4000244140625,1106.43994140625,1105.9000244140625,0,1105.9000244140625
2020-11-20,1114.8499755859375,1117.239990234375,1111.6300048828125,1114.1400146484375,0,1114.1400146484375
2020-11-23,1113.5799560546875,1116.1700439453125,1109.2900390625,1113.8299560546875,0,1113.8299560546875
2020-11-24,1112.969970703125,1113.4200439453125,1106.6400146484375,1113.0799560546875,0,1113.0799560546875
2020-11-25,1108.3399658203125,1108.8499755859375,1103.5799560546875,1109.7099609375,0,1109.7099609375
2020-11-26,1105.050048828125,1107.800048828125,1102.6199951171875,1104.489990234375,0,1104.489990234375
2020-11-27,1105.0899658203125,1105.8499755859375,1101.969970703125,1105.56005859375,0,1105.56005859375
2020-11-30,1103.8499755859375,1107.9000244140625,1102.530029296875,1104.3299560546875,0,1104.3299560546875
2020-12-01,1106.75,1108.5799560546875,1105.0799560546875,1108.510009765625,0,1108.510009765625
2020-12-02,1104.7099609375,1106.0899658203125,1098.8699951171875,1106.280029296875,0,1106.280029296875
2020-12-03,1099.3199462890625,1100.9300537109375,1089.0799560546875,1099.3800048828125,0,1099.3800048828125
2020-12-04,1091.3699951171875,1092.4300537109375,1079.4200439453125,1091.3199462890625,0,1091.3199462890625
2020-12-07,1083.780029296875,1087.550048828125,1079.550048828125,1083.780029296875,0,1083.780029296875
2020-12-08,1083.0,1086.3499755859375,1081.489990234375,1083.6800537109375,0,1083.6800537109375
2020-12-09,1085.760009765625,1087.3900146484375,1080.3199462890625,1084.8599853515625,0,1084.8599853515625
2020-12-10,1086.199951171875,1091.2900390625,1083.1500244140625,1086.3599853515625,0,1086.3599853515625
2020-12-11,1087.280029296875,1093.81005859375,1084.9200439453125,1086.3699951171875,0,1086.3699951171875
2020-12-14,1091.5799560546875,1093.81005859375,1088.300048828125,1091.5799560546875,0,1091.5799560546875
2020-12-15,1093.2099609375,1095.5799560546875,1090.5699462890625,1092.06005859375,0,1092.06005859375
2020-12-16,1088.3499755859375,1094.739990234375,1087.7099609375,1088.2099609375,0,1088.2099609375
2020-12-17,1093.0699462890625,1094.6500244140625,1089.8499755859375,1091.6500244140625,0,1091.6500244140625
2020-12-18,1092.3599853515625,1100.219970703125,1092.0400390625,1092.1600341796875,0,1092.1600341796875
2020-12-21,1098.97998046875,1112.1600341796875,1097.0999755859375,1098.97998046875,0,1098.97998046875
2020-12-22,1101.8499755859375,1109.780029296875,1101.8499755859375,1101.8599853515625,0,1101.8599853515625
2020-12-23,1108.25,1110.6300048828125,1103.8900146484375,1107.97998046875,0,1107.97998046875
2020-12-24,1105.0,1105.93994140625,1099.3599853515625,1104.800048828125,0,1104.800048828125
2020-12-25,1098.9000244140625,1101.6600341796875,1098.9000244140625,1099.9100341796875,0,1099.9100341796875
2020-12-28,1099.0899658203125,1106.0,1093.300048828125,1099.0899658203125,0,1099.0899658203125
2020-12-29,1096.4200439453125,1096.4200439453125,1089.969970703125,1095.0,0,1095.0
2020-12-30,1091.25,1092.469970703125,1083.6500244140625,1092.6199951171875,0,1092.6199951171875
2020-12-31,1086.4200439453125,1088.800048828125,1082.0899658203125,1086.4200439453125,0,1086.4200439453125
2021-01-01,1083.5,1088.5,1083.5,1084.6500244140625,0,1084.6500244140625
2021-01-04,1084.72998046875,1086.469970703125,1079.219970703125,1084.72998046875,0,1084.72998046875
2021-01-05,1085.6099853515625,1089.72998046875,1081.6700439453125,1086.6199951171875,0,1086.6199951171875
2021-01-06,1085.6500244140625,1088.5899658203125,1083.25,1086.449951171875,0,1086.449951171875
2021-01-07,1085.25,1096.0,1084.8299560546875,1086.949951171875,0,1086.949951171875
2021-01-08,1092.68994140625,1098.68994140625,1088.3599853515625,1093.0699462890625,0,1093.0699462890625
2021-01-11,1092.8199462890625,1100.4100341796875,1092.1600341796875,1092.8199462890625,0,1092.8199462890625
2021-01-12,1096.239990234375,1102.9000244140625,1095.3800048828125,1096.449951171875,0,1096.449951171875
2021-01-13,1093.3399658203125,1098.4100341796875,1092.25,1093.5400390625,0,1093.5400390625
2021-01-14,1097.0899658203125,1102.8699951171875,1093.699951171875,1097.1099853515625,0,1097.1099853515625
2021-01-15,1095.25,1104.5699462890625,1095.199951171875,1094.9000244140625,0,1094.9000244140625
2021-01-18,1102.9599609375,1107.6199951171875,1102.0799560546875,1102.9599609375,0,1102.9599609375
2021-01-19,1103.3900146484375,1105.4599609375,1099.6500244140625,1103.0999755859375,0,1103.0999755859375
2021-01-20,1100.8199462890625,1102.239990234375,1097.0799560546875,1100.989990234375,0,1100.989990234375
